,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
373,2021,2021-01-03 12:44:45,2021-01-03 14:25:10,03/01/2021,10:08:00,PELA MANHÃ,2021-01-03 00:00:00,2021-01-03 12:44:45,Sim,RUA ALFREDO RICCI,61.0,S.PAULO,SP,-23.542202718,-46.4386276675714,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,103º D.P. COHABII/ITAQU.,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4386276675714 -23.542202718)
396,2021,2021-01-03 16:31:34,2021-01-03 17:42:40,03/01/2021,11:30:00,PELA MANHÃ,2021-01-03 00:00:00,2021-01-03 16:31:34,Não,AVENIDA vice-presidente jose alencar,1.0,S.PAULO,SP,-23.6231876347788,-46.4497901079177,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4497901079177 -23.6231876347788)
398,2021,2021-01-03 16:31:34,2021-01-03 17:42:40,03/01/2021,11:30:00,PELA MANHÃ,2021-01-03 00:00:00,2021-01-03 16:31:34,Não,AVENIDA vice-presidente jose alencar,1.0,S.PAULO,SP,-23.6231876347788,-46.4497901079177,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4497901079177 -23.6231876347788)
400,2021,2021-01-03 16:48:23,2021-01-03 18:25:44,01/01/2021,18:30:00,A NOITE,2021-01-03 00:00:00,2021-01-03 16:48:23,Não,RUA GUAICUI,83.0,S.PAULO,SP,-23.5661780089166,-46.6963526656666,Via pública,BO PARA INVESTIGAÇÃO,14º D.P. PINHEIROS,14º D.P. PINHEIROS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,POINT (-46.6963526656666 -23.5661780089166)
402,2021,2021-01-03 16:48:23,2021-01-03 18:25:44,01/01/2021,18:30:00,A NOITE,2021-01-03 00:00:00,2021-01-03 16:48:23,Não,RUA GUAICUI,83.0,S.PAULO,SP,-23.5661780089166,-46.6963526656666,Via pública,BO PARA INVESTIGAÇÃO,14º D.P. PINHEIROS,14º D.P. PINHEIROS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6963526656666 -23.5661780089166)
436,2021,2021-01-03 20:32:49,2021-01-03 22:29:53,03/01/2021,18:00:00,A NOITE,2021-01-03 00:00:00,2021-01-03 20:32:49,Não,RUA PROFESSORA JACANA ALTAIR,125.0,S.PAULO,SP,-23.6243175742092,-46.4458427075598,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4458427075598 -23.6243175742092)
438,2021,2021-01-03 20:32:49,2021-01-03 22:29:53,03/01/2021,18:00:00,A NOITE,2021-01-03 00:00:00,2021-01-03 20:32:49,Não,RUA PROFESSORA JACANA ALTAIR,125.0,S.PAULO,SP,-23.6243175742092,-46.4458427075598,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4458427075598 -23.6243175742092)
446,2021,2021-01-03 23:10:23,2021-01-03 23:38:07,03/01/2021,21:08:00,A NOITE,2021-01-03 00:00:00,2021-01-03 23:10:23,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,72º D.P. VILA PENTEADO,38º D.P. VILA AMALIA,Título I - Pessoa (arts. 121 a 154),Homicídio simples (art. 121),Consumado,POINT (-46.651720912 -23.4511041769999)
450,2021,2021-01-03 23:10:23,2021-01-03 23:38:07,03/01/2021,21:08:00,A NOITE,2021-01-03 00:00:00,2021-01-03 23:10:23,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,72º D.P. VILA PENTEADO,38º D.P. VILA AMALIA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.651720912 -23.4511041769999)
454,2021,2021-01-03 23:10:23,2021-01-03 23:38:07,03/01/2021,21:08:00,A NOITE,2021-01-03 00:00:00,2021-01-03 23:10:23,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,72º D.P. VILA PENTEADO,38º D.P. VILA AMALIA,Título XI - Administração pública (arts. 312 a 359-H),Resistência (art. 329),Consumado,POINT (-46.651720912 -23.4511041769999)
471,2021,2021-01-04 00:49:20,2021-01-04 01:55:07,03/01/2021,19:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:49:20,Não,RUA CONJUNTO SITIO CONCEICAO,34.0,S.PAULO,SP,-23.5793468146524,-46.394567401141,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.394567401141 -23.5793468146524)
473,2021,2021-01-04 00:49:20,2021-01-04 01:55:07,03/01/2021,19:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:49:20,Não,RUA CONJUNTO SITIO CONCEICAO,34.0,S.PAULO,SP,-23.5793468146524,-46.394567401141,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.394567401141 -23.5793468146524)
475,2021,2021-01-04 00:10:30,2021-01-04 02:45:55,03/01/2021,21:08:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:10:30,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,38º D.P. VILA AMALIA,L 10826/03 - Estatuto do Desarmamento,Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16),Consumado,POINT (-46.651720912 -23.4511041769999)
479,2021,2021-01-04 00:10:30,2021-01-04 02:45:55,03/01/2021,21:08:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:10:30,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,38º D.P. VILA AMALIA,Título I - Pessoa (arts. 121 a 154),Homicídio simples (art. 121),Consumado,POINT (-46.651720912 -23.4511041769999)
483,2021,2021-01-04 00:10:30,2021-01-04 02:45:55,03/01/2021,21:08:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:10:30,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,38º D.P. VILA AMALIA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.651720912 -23.4511041769999)
487,2021,2021-01-04 00:10:30,2021-01-04 02:45:55,03/01/2021,21:08:00,A NOITE,2021-01-04 00:00:00,2021-01-04 00:10:30,Não,ESTRADA SANTA INES,1.0,S.PAULO,SP,-23.4511041769999,-46.651720912,Via pública,BO PARA INQUÉRITO,DHPP DIV. HOMICIDIOS,38º D.P. VILA AMALIA,Título XI - Administração pública (arts. 312 a 359-H),Resistência (art. 329),Consumado,POINT (-46.651720912 -23.4511041769999)
499,2021,2021-01-03 23:07:24,2021-01-04 04:52:09,03/01/2021,21:00:00,A NOITE,2021-01-03 00:00:00,2021-01-03 23:07:24,Sim,AVENIDA INTERLAGOS,871.0,S.PAULO,SP,-23.6617015401181,-46.6792402571616,Via pública,BO PARA FLAGRANTE,11º D.P. SANTO AMARO,99º D.P. CAMPO GRANDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6792402571616 -23.6617015401181)
501,2021,2021-01-04 01:23:35,2021-01-04 05:13:53,04/01/2021,00:10:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 01:23:35,Sim,RUA FELICIANO DE MENDONCA,85.0,S.PAULO,SP,-23.5543309986122,-46.4009711943623,Via pública,BO PARA FLAGRANTE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Tentado,POINT (-46.4009711943623 -23.5543309986122)
503,2021,2021-01-04 01:23:35,2021-01-04 05:13:53,04/01/2021,00:10:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 01:23:35,Sim,RUA FELICIANO DE MENDONCA,85.0,S.PAULO,SP,-23.5543309986122,-46.4009711943623,Via pública,BO PARA FLAGRANTE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4009711943623 -23.5543309986122)
517,2021,2021-01-04 08:16:20,2021-01-04 08:35:21,04/01/2021,03:20:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 08:16:20,Não,RUA DA PATRIA,10.0,S.PAULO,SP,-23.6618418265491,-46.6515304131356,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6515304131356 -23.6618418265491)
519,2021,2021-01-04 08:16:20,2021-01-04 08:35:21,04/01/2021,03:20:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 08:16:20,Não,RUA DA PATRIA,10.0,S.PAULO,SP,-23.6618418265491,-46.6515304131356,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6515304131356 -23.6618418265491)
521,2021,2021-01-04 08:28:43,2021-01-04 08:40:25,04/01/2021,05:40:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 08:28:43,Não,RUA JAN VAN KESSEL,2.0,S.PAULO,SP,-23.685967309,-46.7486707419999,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,102º D.P. SOCORRO,100º D.P. JDIM HERCULANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7486707419999 -23.685967309)
527,2021,2021-01-04 08:54:49,2021-01-04 09:26:58,30/12/2020,23:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 08:54:49,Não,RUA JABUTITINGA,59.0,S.PAULO,SP,-23.4946718285978,-46.3719118288997,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAQUAQUECETUBA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,POINT (-46.3719118288997 -23.4946718285978)
529,2021,2021-01-04 08:54:49,2021-01-04 09:26:58,30/12/2020,23:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 08:54:49,Não,RUA JABUTITINGA,59.0,S.PAULO,SP,-23.4946718285978,-46.3719118288997,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAQUAQUECETUBA,50º D.P. ITAIM PAULISTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3719118288997 -23.4946718285978)
532,2021,2021-01-04 09:06:06,2021-01-04 09:53:08,02/01/2021,12:00:00,PELA MANHÃ,2021-01-04 00:00:00,2021-01-04 09:06:06,Não,RUA ANTONIO RAMOS DOS REIS,10.0,S.PAULO,SP,-23.6266345095555,-46.4770170532222,Via pública,BO PARA INVESTIGAÇÃO,55º D.P. PARQUE S.RAFAEL,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4770170532222 -23.6266345095555)
534,2021,2021-01-04 09:06:06,2021-01-04 09:53:08,02/01/2021,12:00:00,PELA MANHÃ,2021-01-04 00:00:00,2021-01-04 09:06:06,Não,RUA ANTONIO RAMOS DOS REIS,10.0,S.PAULO,SP,-23.6266345095555,-46.4770170532222,Via pública,BO PARA INVESTIGAÇÃO,55º D.P. PARQUE S.RAFAEL,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4770170532222 -23.6266345095555)
540,2021,2021-01-04 09:50:22,2021-01-04 10:11:13,31/12/2020,11:50:00,PELA MANHÃ,2021-01-04 00:00:00,2021-01-04 09:50:22,Não,RUA CORIOLANO DURAND,400.0,S.PAULO,SP,-23.6529021790714,-46.6559392131428,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,01º DP MAUA-DR.ALFREDO GARBINO,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6559392131428 -23.6529021790714)
542,2021,2021-01-04 09:50:22,2021-01-04 10:11:13,31/12/2020,11:50:00,PELA MANHÃ,2021-01-04 00:00:00,2021-01-04 09:50:22,Não,RUA CORIOLANO DURAND,400.0,S.PAULO,SP,-23.6529021790714,-46.6559392131428,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,01º DP MAUA-DR.ALFREDO GARBINO,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6559392131428 -23.6529021790714)
559,2021,2021-01-04 10:43:36,2021-01-04 11:00:12,31/12/2020,,EM HORA INCERTA,2021-01-04 00:00:00,2021-01-04 10:43:36,Não,RUA CORONEL JOSE VENANCIO DIAS,50.0,S.PAULO,SP,-23.4829068411424,-46.7560778508624,Via pública,BO PARA INVESTIGAÇÃO,46º D.P. PERUS,46º D.P. PERUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7560778508624 -23.4829068411424)
561,2021,2021-01-04 10:43:36,2021-01-04 11:00:12,31/12/2020,,EM HORA INCERTA,2021-01-04 00:00:00,2021-01-04 10:43:36,Não,RUA CORONEL JOSE VENANCIO DIAS,50.0,S.PAULO,SP,-23.4829068411424,-46.7560778508624,Via pública,BO PARA INVESTIGAÇÃO,46º D.P. PERUS,46º D.P. PERUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7560778508624 -23.4829068411424)
565,2021,2021-01-04 11:20:57,2021-01-04 11:21:02,03/01/2021,22:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 11:20:57,Não,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PER,1900.0,S.PAULO,SP,-23.644959,-46.641269,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.641269 -23.644959)
577,2021,2021-01-04 08:11:51,2021-01-04 12:11:06,30/12/2020,15:00:00,A TARDE,2021-01-04 00:00:00,2021-01-04 08:11:51,Não,TRAVESSA MARIA PINTO LABIAPARI,44.0,S.PAULO,SP,-23.5160684294714,-46.4518446848322,Via pública,BO PARA INVESTIGAÇÃO,64º D.P. CID.AE CARVALHO,64º D.P. CID.AE CARVALHO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4518446848322 -23.5160684294714)
579,2021,2021-01-04 08:11:51,2021-01-04 12:11:06,30/12/2020,15:00:00,A TARDE,2021-01-04 00:00:00,2021-01-04 08:11:51,Não,TRAVESSA MARIA PINTO LABIAPARI,44.0,S.PAULO,SP,-23.5160684294714,-46.4518446848322,Via pública,BO PARA INVESTIGAÇÃO,64º D.P. CID.AE CARVALHO,64º D.P. CID.AE CARVALHO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4518446848322 -23.5160684294714)
607,2021,2021-01-04 14:29:09,2021-01-04 14:42:38,30/12/2020,23:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 14:29:09,Não,RUA CONEGO XAVIER,276.0,S.PAULO,SP,-23.6075020450995,-46.5956726454633,Via pública,BO PARA ADENDO,17º D.P. DOUTOR ALDO GALIANO,95º D.P. HELIÓPOLIS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5956726454633 -23.6075020450995)
609,2021,2021-01-04 14:29:09,2021-01-04 14:42:38,30/12/2020,23:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 14:29:09,Não,RUA CONEGO XAVIER,276.0,S.PAULO,SP,-23.6075020450995,-46.5956726454633,Via pública,BO PARA ADENDO,17º D.P. DOUTOR ALDO GALIANO,95º D.P. HELIÓPOLIS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5956726454633 -23.6075020450995)
630,2021,2021-01-04 16:43:20,2021-01-04 16:55:27,30/12/2020,17:53:00,A TARDE,2021-01-04 00:00:00,2021-01-04 16:43:20,Não,RUA ADELINO DA FONTOURA,381.0,S.PAULO,SP,-23.6589976755806,-46.6596747665806,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6596747665806 -23.6589976755806)
632,2021,2021-01-04 16:43:20,2021-01-04 16:55:27,30/12/2020,17:53:00,A TARDE,2021-01-04 00:00:00,2021-01-04 16:43:20,Não,RUA ADELINO DA FONTOURA,381.0,S.PAULO,SP,-23.6589976755806,-46.6596747665806,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6596747665806 -23.6589976755806)
639,2021,2021-01-04 17:13:45,2021-01-04 17:13:22,02/01/2021,22:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 17:13:45,Não,VILA PRINCIPADO DE ANDORRA,32.0,S.PAULO,SP,-23.5798184543979,-46.7460337549533,Garagem ou abrigo de residência,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,51º D.P. RIO PEQUENO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7460337549533 -23.5798184543979)
643,2021,2021-01-04 16:28:46,2021-01-04 17:19:16,02/01/2021,,A TARDE,2021-01-04 00:00:00,2021-01-04 16:28:46,Não,RUA NICOLAU ALAYON,351.0,S.PAULO,SP,-23.7078847992608,-46.7055307017391,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,11º D.P. SANTO AMARO,102º D.P. SOCORRO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7055307017391 -23.7078847992608)
645,2021,2021-01-04 16:28:46,2021-01-04 17:19:16,02/01/2021,,A TARDE,2021-01-04 00:00:00,2021-01-04 16:28:46,Não,RUA NICOLAU ALAYON,351.0,S.PAULO,SP,-23.7078847992608,-46.7055307017391,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,11º D.P. SANTO AMARO,102º D.P. SOCORRO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7055307017391 -23.7078847992608)
659,2021,2021-01-04 17:11:41,2021-01-04 17:42:28,31/12/2020,15:00:00,A TARDE,2021-01-04 00:00:00,2021-01-04 17:11:41,Não,AVENIDA RODOLFO PIRANI,679.0,S.PAULO,SP,-23.6306331069999,-46.4617248659999,Via pública,BO PARA INVESTIGAÇÃO,55º D.P. PARQUE S.RAFAEL,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4617248659999 -23.6306331069999)
661,2021,2021-01-04 17:11:41,2021-01-04 17:42:28,31/12/2020,15:00:00,A TARDE,2021-01-04 00:00:00,2021-01-04 17:11:41,Não,AVENIDA RODOLFO PIRANI,679.0,S.PAULO,SP,-23.6306331069999,-46.4617248659999,Via pública,BO PARA INVESTIGAÇÃO,55º D.P. PARQUE S.RAFAEL,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4617248659999 -23.6306331069999)
663,2021,2021-01-04 09:53:12,2021-01-04 17:51:58,04/01/2021,02:30:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 09:53:12,Não,AVENIDA LOURENCO CABREIRA,59.0,S.PAULO,SP,-23.7062489787904,-46.7007916443738,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,07º D.P. S.BERNARDO DO CAMPO,48º D.P. CIDADE DUTRA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.7007916443738 -23.7062489787904)
665,2021,2021-01-04 09:53:12,2021-01-04 17:51:58,04/01/2021,02:30:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 09:53:12,Não,AVENIDA LOURENCO CABREIRA,59.0,S.PAULO,SP,-23.7062489787904,-46.7007916443738,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,07º D.P. S.BERNARDO DO CAMPO,48º D.P. CIDADE DUTRA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7007916443738 -23.7062489787904)
700,2021,2021-01-04 22:15:30,2021-01-04 22:38:22,24/12/2020,02:30:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 22:15:30,Não,RUA BENJAMIM CAPUSSO,500.0,S.PAULO,SP,-23.5065272825219,-46.4247413109322,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,67º D.P. JARDIM ROBRU,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4247413109322 -23.5065272825219)
702,2021,2021-01-04 22:15:30,2021-01-04 22:38:22,24/12/2020,02:30:00,DE MADRUGADA,2021-01-04 00:00:00,2021-01-04 22:15:30,Não,RUA BENJAMIM CAPUSSO,500.0,S.PAULO,SP,-23.5065272825219,-46.4247413109322,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,67º D.P. JARDIM ROBRU,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4247413109322 -23.5065272825219)
704,2021,2021-01-04 20:40:31,2021-01-04 23:05:40,04/01/2021,18:15:00,A NOITE,2021-01-04 00:00:00,2021-01-04 20:40:31,Não,RUA FRANCISCO ANTONIO MEIRA,745.0,S.PAULO,SP,-23.4893411905806,-46.4079050942903,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4079050942903 -23.4893411905806)
706,2021,2021-01-04 20:40:31,2021-01-04 23:05:40,04/01/2021,18:15:00,A NOITE,2021-01-04 00:00:00,2021-01-04 20:40:31,Não,RUA FRANCISCO ANTONIO MEIRA,745.0,S.PAULO,SP,-23.4893411905806,-46.4079050942903,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4079050942903 -23.4893411905806)
721,2021,2021-01-04 23:13:47,2021-01-05 00:15:56,04/01/2021,20:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 23:13:47,Não,RUA DANIEL KLEIN,211.0,S.PAULO,SP,-23.6774599464722,-46.7487906257082,Saúde,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAPECERICA DA SERRA,92º D.P. PQ. SANTO ANTONIO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7487906257082 -23.6774599464722)
723,2021,2021-01-04 23:13:47,2021-01-05 00:15:56,04/01/2021,20:00:00,A NOITE,2021-01-04 00:00:00,2021-01-04 23:13:47,Não,RUA DANIEL KLEIN,211.0,S.PAULO,SP,-23.6774599464722,-46.7487906257082,Saúde,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAPECERICA DA SERRA,92º D.P. PQ. SANTO ANTONIO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7487906257082 -23.6774599464722)
734,2021,2021-01-04 23:53:30,2021-01-05 01:13:45,04/01/2021,21:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 23:53:30,Não,RUA MANDRAGORAS,100.0,S.PAULO,SP,-23.5171131501397,-46.4295427747751,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,32º D.P. ITAQUERA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4295427747751 -23.5171131501397)
736,2021,2021-01-04 23:53:30,2021-01-05 01:13:45,04/01/2021,21:30:00,A NOITE,2021-01-04 00:00:00,2021-01-04 23:53:30,Não,RUA MANDRAGORAS,100.0,S.PAULO,SP,-23.5171131501397,-46.4295427747751,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,32º D.P. ITAQUERA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4295427747751 -23.5171131501397)
744,2021,2021-01-05 01:49:30,2021-01-05 02:24:02,04/01/2021,18:40:00,A NOITE,2021-01-05 00:00:00,2021-01-05 01:49:30,Não,RUA ERNANI PINTO,650.0,S.PAULO,SP,-23.5025790238779,-46.5919153985546,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,20º D.P. AGUA FRIA,19º D.P. VILA MARIA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5919153985546 -23.5025790238779)
746,2021,2021-01-05 01:49:30,2021-01-05 02:24:02,04/01/2021,18:40:00,A NOITE,2021-01-05 00:00:00,2021-01-05 01:49:30,Não,RUA ERNANI PINTO,650.0,S.PAULO,SP,-23.5025790238779,-46.5919153985546,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,20º D.P. AGUA FRIA,19º D.P. VILA MARIA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5919153985546 -23.5025790238779)
752,2021,2021-01-05 03:33:00,2021-01-05 04:11:09,04/01/2021,23:20:00,A NOITE,2021-01-05 00:00:00,2021-01-05 03:33:00,Não,RUA LAGOA TAI GRANDE,69.0,S.PAULO,SP,-23.549415081619,-46.4613274892857,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,63º D.P. VILA JACUI,32º D.P. ITAQUERA,Acidente de trânsito,Capotamento,Consumado,POINT (-46.4613274892857 -23.549415081619)
