,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
1964,2021,2021-08-11 23:05:23,2021-08-12 02:01:43,11/08/2021,21:50:00,A NOITE,2021-08-11 00:00:00,2021-08-11 23:05:23,Sim,RUA BALTAZAR VELOSO DA SILVA,349.0,S.PAULO,SP,-23.6360660021104,-46.7558789791971,Via pública,BO PARA FLAGRANTE,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7558789791971 -23.6360660021104)
1981,2021,2021-08-12 04:44:03,2021-08-12 04:44:03,11/08/2021,21:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 04:44:03,Não,RUA VITOR HESS,9.0,S.PAULO,SP,-23.6112654999999,-46.535513695,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,69º D.P. TEOTONIO VILELA,70º D.P. VILA EMA,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.535513695 -23.6112654999999)
1983,2021,2021-08-12 04:44:03,2021-08-12 04:44:03,11/08/2021,21:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 04:44:03,Não,RUA VITOR HESS,9.0,S.PAULO,SP,-23.6112654999999,-46.535513695,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,69º D.P. TEOTONIO VILELA,70º D.P. VILA EMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.535513695 -23.6112654999999)
2004,2021,2021-08-12 11:08:24,2021-08-12 11:08:24,11/08/2021,17:45:00,A TARDE,2021-08-12 00:00:00,2021-08-12 11:08:24,Não,AVENIDA JACU-PESSEGO,5250.0,S.PAULO,SP,-23.536892829,-46.451762572,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. JUNDIAI,32º D.P. ITAQUERA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.451762572 -23.536892829)
2006,2021,2021-08-12 11:08:24,2021-08-12 11:08:24,11/08/2021,17:45:00,A TARDE,2021-08-12 00:00:00,2021-08-12 11:08:24,Não,AVENIDA JACU-PESSEGO,5250.0,S.PAULO,SP,-23.536892829,-46.451762572,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. JUNDIAI,32º D.P. ITAQUERA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.451762572 -23.536892829)
2042,2021,2021-08-12 15:40:00,2021-08-12 15:40:00,09/08/2021,11:30:00,PELA MANHÃ,2021-08-09 00:00:00,2021-08-12 15:40:00,Não,AVENIDA FRANCISCO DE SANTA MARIA,869.0,S.PAULO,SP,-23.6074351689999,-46.473522009,Via pública,BO PARA REGISTRO,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.473522009 -23.6074351689999)
2045,2021,2021-08-12 15:40:00,2021-08-12 15:40:00,09/08/2021,11:30:00,PELA MANHÃ,2021-08-09 00:00:00,2021-08-12 15:40:00,Não,AVENIDA FRANCISCO DE SANTA MARIA,869.0,S.PAULO,SP,-23.6074351689999,-46.473522009,Via pública,BO PARA REGISTRO,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.473522009 -23.6074351689999)
2061,2021,2021-08-12 16:49:12,2021-08-12 16:47:20,11/08/2021,14:35:00,A TARDE,2021-08-12 00:00:00,2021-08-12 16:49:12,Não,RUA COLONIA DASSUNCAO,975.0,S.PAULO,SP,-23.4902159178775,-46.3783637596122,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,50º D.P. ITAIM PAULISTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3783637596122 -23.4902159178775)
2081,2021,2021-08-12 18:23:02,2021-08-12 19:11:09,11/08/2021,19:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 18:23:02,Não,RUA DOUTOR PAULO LEITE DE OLIVEIRA,270.0,S.PAULO,SP,-23.5880177083217,-46.7589630562247,Via pública,BO PARA INVESTIGAÇÃO,75º D.P. JARDIM ARPOADOR,75º D.P. JARDIM ARPOADOR,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7589630562247 -23.5880177083217)
2083,2021,2021-08-12 18:23:02,2021-08-12 19:11:09,11/08/2021,19:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 18:23:02,Não,RUA DOUTOR PAULO LEITE DE OLIVEIRA,270.0,S.PAULO,SP,-23.5880177083217,-46.7589630562247,Via pública,BO PARA INVESTIGAÇÃO,75º D.P. JARDIM ARPOADOR,75º D.P. JARDIM ARPOADOR,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,POINT (-46.7589630562247 -23.5880177083217)
2085,2021,2021-08-12 18:23:02,2021-08-12 19:11:09,11/08/2021,19:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 18:23:02,Não,RUA DOUTOR PAULO LEITE DE OLIVEIRA,270.0,S.PAULO,SP,-23.5880177083217,-46.7589630562247,Via pública,BO PARA INVESTIGAÇÃO,75º D.P. JARDIM ARPOADOR,75º D.P. JARDIM ARPOADOR,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7589630562247 -23.5880177083217)
2093,2021,2021-08-12 18:29:43,2021-08-12 19:55:43,12/08/2021,12:00:00,PELA MANHÃ,2021-08-12 00:00:00,2021-08-12 18:29:43,Não,RUA IRINEU JOSE BORDON,375.0,S.PAULO,SP,-23.5130996449775,-46.7310843760158,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Extorsão mediante seqüestro (art. 159) - PESSOA,Consumado,POINT (-46.7310843760158 -23.5130996449775)
2096,2021,2021-08-12 18:29:43,2021-08-12 19:55:43,12/08/2021,12:00:00,PELA MANHÃ,2021-08-12 00:00:00,2021-08-12 18:29:43,Não,RUA IRINEU JOSE BORDON,375.0,S.PAULO,SP,-23.5130996449775,-46.7310843760158,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7310843760158 -23.5130996449775)
2143,2021,2021-08-12 23:14:36,2021-08-12 23:26:30,12/08/2021,19:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 23:14:36,Não,AVENIDA MARIA ESTELA,289.0,S.PAULO,SP,-23.637034048,-46.5974216233077,Via pública,BO PARA INVESTIGAÇÃO,26º D.P. SACOMA,26º D.P. SACOMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5974216233077 -23.637034048)
2145,2021,2021-08-12 23:14:36,2021-08-12 23:26:30,12/08/2021,19:30:00,A NOITE,2021-08-12 00:00:00,2021-08-12 23:14:36,Não,AVENIDA MARIA ESTELA,289.0,S.PAULO,SP,-23.637034048,-46.5974216233077,Via pública,BO PARA INVESTIGAÇÃO,26º D.P. SACOMA,26º D.P. SACOMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5974216233077 -23.637034048)
2166,2021,2021-08-13 02:26:50,2021-08-13 02:26:50,12/08/2021,20:15:00,A NOITE,2021-08-12 00:00:00,2021-08-13 02:26:50,Não,RUA ARATANHA,197.0,S.PAULO,SP,-23.555392727,-46.546514185,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,31º D.P. VILA CARRAO,58º D.P. VILA FORMOSA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.546514185 -23.555392727)
2168,2021,2021-08-13 02:26:50,2021-08-13 02:26:50,12/08/2021,20:15:00,A NOITE,2021-08-12 00:00:00,2021-08-13 02:26:50,Não,RUA ARATANHA,197.0,S.PAULO,SP,-23.555392727,-46.546514185,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,31º D.P. VILA CARRAO,58º D.P. VILA FORMOSA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.546514185 -23.555392727)
2174,2021,2021-08-13 02:14:28,2021-08-13 03:54:48,10/08/2021,09:00:00,PELA MANHÃ,2021-08-13 00:00:00,2021-08-13 02:14:28,Não,AVENIDA DOUTOR GASTAO VIDIGAL,1400.0,S.PAULO,SP,-23.536597965,-46.7319643995882,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,33º D.P. PIRITUBA,91º D.P. CEASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7319643995882 -23.536597965)
2256,2021,2021-08-13 11:38:38,2021-08-13 12:04:56,12/08/2021,19:00:00,A NOITE,2021-08-13 00:00:00,2021-08-13 11:38:38,Não,VIA anhanguera,100.0,S.PAULO,SP,-23.5025292939999,-46.740608661,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,90º D.P. PQ. NOVO MUNDO,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.740608661 -23.5025292939999)
2259,2021,2021-08-13 11:38:38,2021-08-13 12:04:56,12/08/2021,19:00:00,A NOITE,2021-08-13 00:00:00,2021-08-13 11:38:38,Não,VIA anhanguera,100.0,S.PAULO,SP,-23.5025292939999,-46.740608661,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,90º D.P. PQ. NOVO MUNDO,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.740608661 -23.5025292939999)
2262,2021,2021-08-13 12:06:08,2021-08-13 12:12:06,12/08/2021,19:00:00,A NOITE,2021-08-13 00:00:00,2021-08-13 12:06:08,Não,VIA anhanguera,100.0,S.PAULO,SP,-23.5025292939999,-46.740608661,Via pública,BO PARA ADENDO,90º D.P. PQ. NOVO MUNDO,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.740608661 -23.5025292939999)
2265,2021,2021-08-13 12:06:08,2021-08-13 12:12:06,12/08/2021,19:00:00,A NOITE,2021-08-13 00:00:00,2021-08-13 12:06:08,Não,VIA anhanguera,100.0,S.PAULO,SP,-23.5025292939999,-46.740608661,Via pública,BO PARA ADENDO,90º D.P. PQ. NOVO MUNDO,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.740608661 -23.5025292939999)
2279,2021,2021-08-13 11:09:00,2021-08-13 12:59:22,13/08/2021,09:40:00,PELA MANHÃ,2021-08-13 00:00:00,2021-08-13 11:09:00,Não,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,11980.0,S.PAULO,SP,-23.4377889380209,-46.7211625552774,Comércio e serviços,ENCAM FEBEM/V.INFAN.JUVENTUDE,74º D.P. PARADA TAIPAS,74º D.P. PARADA TAIPAS,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7211625552774 -23.4377889380209)
2281,2021,2021-08-13 11:09:00,2021-08-13 12:59:22,13/08/2021,09:40:00,PELA MANHÃ,2021-08-13 00:00:00,2021-08-13 11:09:00,Não,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,11980.0,S.PAULO,SP,-23.4377889380209,-46.7211625552774,Comércio e serviços,ENCAM FEBEM/V.INFAN.JUVENTUDE,74º D.P. PARADA TAIPAS,74º D.P. PARADA TAIPAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7211625552774 -23.4377889380209)
2306,2021,2021-08-13 14:47:42,2021-08-13 15:05:47,12/08/2021,19:30:00,A NOITE,2021-08-13 00:00:00,2021-08-13 14:47:42,Não,RUA ITAQUITINGA,80.0,S.PAULO,SP,-23.6022882259404,-46.5343245030363,Via pública,BO PARA INVESTIGAÇÃO,70º D.P. VILA EMA,70º D.P. VILA EMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.5343245030363 -23.6022882259404)
2308,2021,2021-08-13 14:47:42,2021-08-13 15:05:47,12/08/2021,19:30:00,A NOITE,2021-08-13 00:00:00,2021-08-13 14:47:42,Não,RUA ITAQUITINGA,80.0,S.PAULO,SP,-23.6022882259404,-46.5343245030363,Via pública,BO PARA INVESTIGAÇÃO,70º D.P. VILA EMA,70º D.P. VILA EMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5343245030363 -23.6022882259404)
2315,2021,2021-08-13 15:16:16,2021-08-13 15:16:16,13/08/2021,09:30:00,PELA MANHÃ,2021-08-13 00:00:00,2021-08-13 15:16:16,Não,Rua Lícia Magna,35.0,S.PAULO,SP,-23.4749908,-46.7573774,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,02º D.P. S.CAETANO DO SUL,46º D.P. PERUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.7573774 -23.4749908)
2317,2021,2021-08-13 15:16:16,2021-08-13 15:16:16,13/08/2021,09:30:00,PELA MANHÃ,2021-08-13 00:00:00,2021-08-13 15:16:16,Não,Rua Lícia Magna,35.0,S.PAULO,SP,-23.4749908,-46.7573774,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,02º D.P. S.CAETANO DO SUL,46º D.P. PERUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7573774 -23.4749908)
2326,2021,2021-08-13 15:35:47,2021-08-13 15:35:47,12/08/2021,20:40:00,A NOITE,2021-08-12 00:00:00,2021-08-13 15:35:47,Não,Rua Doutor Luís Aires,908.0,S.PAULO,SP,-23.5413668,-46.483727,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,103º D.P. COHABII/ITAQU.,65º D.P. ARTUR ALVIM,Outros - não criminal,Outros não criminal,Consumado,POINT (-46.483727 -23.5413668)
2328,2021,2021-08-13 15:35:47,2021-08-13 15:35:47,12/08/2021,20:40:00,A NOITE,2021-08-12 00:00:00,2021-08-13 15:35:47,Não,Rua Doutor Luís Aires,908.0,S.PAULO,SP,-23.5413668,-46.483727,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,103º D.P. COHABII/ITAQU.,65º D.P. ARTUR ALVIM,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.483727 -23.5413668)
2330,2021,2021-08-13 15:40:52,2021-08-13 15:40:52,13/08/2021,05:30:00,DE MADRUGADA,2021-08-13 00:00:00,2021-08-13 15:40:52,Não,Rua Alexandre Davidenko,1000.0,S.PAULO,SP,-23.5867473,-46.3907162,Via pública,BO PARA INVESTIGAÇÃO,44º D.P. GUAIANAZES,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.3907162 -23.5867473)
2332,2021,2021-08-13 15:40:52,2021-08-13 15:40:52,13/08/2021,05:30:00,DE MADRUGADA,2021-08-13 00:00:00,2021-08-13 15:40:52,Não,Rua Alexandre Davidenko,1000.0,S.PAULO,SP,-23.5867473,-46.3907162,Via pública,BO PARA INVESTIGAÇÃO,44º D.P. GUAIANAZES,54º D.P. CID. TIRADENTES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3907162 -23.5867473)
2359,2021,2021-08-13 15:59:00,2021-08-13 17:53:01,13/08/2021,13:09:00,A TARDE,2021-08-13 00:00:00,2021-08-13 15:59:00,Sim,RUA ORLANDO GIROLO,660.0,S.PAULO,SP,-23.685645532,-46.710674307,Via pública,BO PARA FLAGRANTE,DEL.SEC.6ª SANTO AMARO,102º D.P. SOCORRO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.710674307 -23.685645532)
2361,2021,2021-08-13 15:59:00,2021-08-13 17:53:01,13/08/2021,13:09:00,A TARDE,2021-08-13 00:00:00,2021-08-13 15:59:00,Sim,RUA ORLANDO GIROLO,660.0,S.PAULO,SP,-23.685645532,-46.710674307,Via pública,BO PARA FLAGRANTE,DEL.SEC.6ª SANTO AMARO,102º D.P. SOCORRO,Título IX - Paz pública (arts. 286 a 288),Associação Criminosa (art. 288),Consumado,POINT (-46.710674307 -23.685645532)
2402,2021,2021-08-13 23:30:51,2021-08-13 23:30:51,10/08/2021,23:30:00,A NOITE,2021-08-11 00:00:00,2021-08-13 23:30:51,Não,Rua João Correia de Magalhães,707.0,S.PAULO,SP,-23.5228566,-46.4061079,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,67º D.P. JARDIM ROBRU,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4061079 -23.5228566)
2404,2021,2021-08-13 23:30:51,2021-08-13 23:30:51,10/08/2021,23:30:00,A NOITE,2021-08-11 00:00:00,2021-08-13 23:30:51,Não,Rua João Correia de Magalhães,707.0,S.PAULO,SP,-23.5228566,-46.4061079,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,67º D.P. JARDIM ROBRU,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4061079 -23.5228566)
2408,2021,2021-08-13 23:58:23,2021-08-13 23:58:23,13/08/2021,20:30:00,A NOITE,2021-08-13 00:00:00,2021-08-13 23:58:23,Não,RUA ANTONIO FONTOURA XAVIER,550.0,S.PAULO,SP,-23.592774887,-46.542903668,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,69º D.P. TEOTONIO VILELA,42º D.P. PARQUE S. LUCAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.542903668 -23.592774887)
2410,2021,2021-08-13 23:58:23,2021-08-13 23:58:23,13/08/2021,20:30:00,A NOITE,2021-08-13 00:00:00,2021-08-13 23:58:23,Não,RUA ANTONIO FONTOURA XAVIER,550.0,S.PAULO,SP,-23.592774887,-46.542903668,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,69º D.P. TEOTONIO VILELA,42º D.P. PARQUE S. LUCAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.542903668 -23.592774887)
2412,2021,2021-08-14 00:08:32,2021-08-14 00:08:32,13/08/2021,14:31:00,A TARDE,2021-08-13 00:00:00,2021-08-14 00:08:32,Sim,RUA REGO BARROS,1579.0,S.PAULO,SP,-23.565621521,-46.5156305049999,Estabelecimento de ensino,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,41º D.P. VILA RICA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.5156305049999 -23.565621521)
2414,2021,2021-08-14 00:08:32,2021-08-14 00:08:32,13/08/2021,14:31:00,A TARDE,2021-08-13 00:00:00,2021-08-14 00:08:32,Sim,RUA REGO BARROS,1579.0,S.PAULO,SP,-23.565621521,-46.5156305049999,Estabelecimento de ensino,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,41º D.P. VILA RICA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5156305049999 -23.565621521)
2455,2021,2021-08-13 22:54:32,2021-08-14 02:36:38,13/08/2021,19:01:00,A NOITE,2021-08-13 00:00:00,2021-08-13 22:54:32,Sim,RUA SATURNINO PEREIRA,142.0,S.PAULO,SP,-23.5470440137642,-46.4117989619787,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,44º D.P. GUAIANAZES,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4117989619787 -23.5470440137642)
2457,2021,2021-08-13 22:54:32,2021-08-14 02:36:38,13/08/2021,19:01:00,A NOITE,2021-08-13 00:00:00,2021-08-13 22:54:32,Sim,RUA SATURNINO PEREIRA,142.0,S.PAULO,SP,-23.5470440137642,-46.4117989619787,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,44º D.P. GUAIANAZES,L 8069/90 - ECA,Caput Corromper ou facilitar a corrupção de menor de 18 anos (244B),Consumado,POINT (-46.4117989619787 -23.5470440137642)
2459,2021,2021-08-13 22:54:32,2021-08-14 02:36:38,13/08/2021,19:01:00,A NOITE,2021-08-13 00:00:00,2021-08-13 22:54:32,Sim,RUA SATURNINO PEREIRA,142.0,S.PAULO,SP,-23.5470440137642,-46.4117989619787,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4117989619787 -23.5470440137642)
2461,2021,2021-08-13 22:54:32,2021-08-14 02:36:38,13/08/2021,19:01:00,A NOITE,2021-08-13 00:00:00,2021-08-13 22:54:32,Sim,RUA SATURNINO PEREIRA,142.0,S.PAULO,SP,-23.5470440137642,-46.4117989619787,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4117989619787 -23.5470440137642)
2502,2021,2021-08-13 23:40:11,2021-08-14 05:12:34,13/08/2021,21:30:00,A NOITE,2021-08-13 00:00:00,2021-08-13 23:40:11,Sim,RODOVIA AYRTON SENNA - SP 70 OESTE,12.0,GUARULHOS,SP,-23.5097488709999,-46.55594831,Via pública,BO PARA FLAGRANTE,02º D.P. GUARULHOS,05º D.P. GUARULHOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.55594831 -23.5097488709999)
2527,2021,2021-08-14 09:20:59,2021-08-14 11:26:55,13/08/2021,23:43:00,A NOITE,2021-08-14 00:00:00,2021-08-14 09:20:59,Não,RUA ARAICAS,70.0,S.PAULO,SP,-23.5548176362222,-46.7493539174444,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,93º D.P. JAGUARÉ,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.7493539174444 -23.5548176362222)
2529,2021,2021-08-14 09:20:59,2021-08-14 11:26:55,13/08/2021,23:43:00,A NOITE,2021-08-14 00:00:00,2021-08-14 09:20:59,Não,RUA ARAICAS,70.0,S.PAULO,SP,-23.5548176362222,-46.7493539174444,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,93º D.P. JAGUARÉ,Título I - Pessoa (arts. 121 a 154),Seqüestro e cárcere privado (art. 148),Consumado,POINT (-46.7493539174444 -23.5548176362222)
2531,2021,2021-08-14 09:20:59,2021-08-14 11:26:55,13/08/2021,23:43:00,A NOITE,2021-08-14 00:00:00,2021-08-14 09:20:59,Não,RUA ARAICAS,70.0,S.PAULO,SP,-23.5548176362222,-46.7493539174444,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,91º D.P. CEASA,93º D.P. JAGUARÉ,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7493539174444 -23.5548176362222)
2543,2021,2021-08-14 13:52:34,2021-08-14 13:52:34,14/08/2021,,PELA MANHÃ,2021-08-14 00:00:00,2021-08-14 13:52:34,Não,RUA MORRO DAS PEDRAS,90.0,S.PAULO,SP,-23.634358665,-46.455415876,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.455415876 -23.634358665)
2545,2021,2021-08-14 13:52:34,2021-08-14 13:52:34,14/08/2021,,PELA MANHÃ,2021-08-14 00:00:00,2021-08-14 13:52:34,Não,RUA MORRO DAS PEDRAS,90.0,S.PAULO,SP,-23.634358665,-46.455415876,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.455415876 -23.634358665)
2564,2021,2021-08-14 15:53:48,2021-08-14 15:53:48,13/08/2021,21:30:00,A NOITE,2021-08-14 00:00:00,2021-08-14 15:53:48,Não,Rua Sargento Mor João de Souza,87.0,S.PAULO,SP,-23.5818846,-46.6020124,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,56º D.P. VILA ALPINA,17º D.P. DOUTOR ALDO GALIANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6020124 -23.5818846)
2566,2021,2021-08-14 15:53:48,2021-08-14 15:53:48,13/08/2021,21:30:00,A NOITE,2021-08-14 00:00:00,2021-08-14 15:53:48,Não,Rua Sargento Mor João de Souza,87.0,S.PAULO,SP,-23.5818846,-46.6020124,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,56º D.P. VILA ALPINA,17º D.P. DOUTOR ALDO GALIANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - RESIDENCIA,Consumado,POINT (-46.6020124 -23.5818846)
2568,2021,2021-08-14 15:53:48,2021-08-14 15:53:48,13/08/2021,21:30:00,A NOITE,2021-08-14 00:00:00,2021-08-14 15:53:48,Não,Rua Sargento Mor João de Souza,87.0,S.PAULO,SP,-23.5818846,-46.6020124,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,56º D.P. VILA ALPINA,17º D.P. DOUTOR ALDO GALIANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6020124 -23.5818846)
2600,2021,2021-08-14 21:17:21,2021-08-14 22:00:01,14/08/2021,11:30:00,PELA MANHÃ,2021-08-14 00:00:00,2021-08-14 21:17:21,Não,AVENIDA MARIA ESTELA,1.0,S.PAULO,SP,-23.6380980499999,-46.599988958,Via pública,BO PARA REGISTRO,26º D.P. SACOMA,26º D.P. SACOMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.599988958 -23.6380980499999)
2602,2021,2021-08-14 21:17:21,2021-08-14 22:00:01,14/08/2021,11:30:00,PELA MANHÃ,2021-08-14 00:00:00,2021-08-14 21:17:21,Não,AVENIDA MARIA ESTELA,1.0,S.PAULO,SP,-23.6380980499999,-46.599988958,Via pública,BO PARA REGISTRO,26º D.P. SACOMA,26º D.P. SACOMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.599988958 -23.6380980499999)
2623,2021,2021-08-14 23:18:48,2021-08-14 23:41:13,13/08/2021,21:30:00,A NOITE,2021-08-14 00:00:00,2021-08-14 23:18:48,Não,MARGINAL PINHEIROS,1.0,S.PAULO,SP,-23.525869036,-46.735606446,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. GUARULHOS,91º D.P. CEASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.735606446 -23.525869036)
